Fecha,"Nombre del dispositivo",Temperatura,"Temperatura minima","Temperatura maxima","Vibracion pico X","Vibracion pico Y","Vibracion pico Z","Vibracion pico pico X","Vibracion pico pico Y","Vibracion pico pico Z","Vibracion RMS X","Vibracion RMS Y","Vibracion RMS Z","Voltaje de la bateria"
"2021-06-15 10:50:04","ROLAND 600 VERTICAL",43.00,23,43.5,0.919678,1.92773,1.89844,1.81665,3.79248,3.48779,0.219482,0.469482,0.437744,3.63
"2021-06-15 10:55:05","ROLAND 600 VERTICAL",44.00,23,44,0.635254,2.94385,2.2876,1.19434,5.83179,4.44678,0.195068,1.09814,0.79248,3.63
"2021-06-15 11:00:07","ROLAND 600 VERTICAL",44.00,23,44.5,0.844727,2.05444,1.77026,1.6687,3.88037,3.41016,0.220215,0.476074,0.464355,3.63
"2021-06-15 11:05:04","ROLAND 600 VERTICAL",44.00,23,44.75,0.785645,1.92432,1.79395,1.55737,3.82715,3.51514,0.207764,0.498535,0.471924,3.63
"2021-06-15 11:10:05","ROLAND 600 VERTICAL",45.00,23,45.5,0.709961,2.71729,2.2002,1.27808,5.1521,4.39355,0.190186,0.869629,0.688477,3.63
"2021-06-15 11:15:05","ROLAND 600 VERTICAL",45.50,23,45.5,0.73877,1.88428,1.91016,1.46826,3.56421,3.69165,0.20166,0.467285,0.439941,3.63
"2021-06-15 11:20:05","ROLAND 600 VERTICAL",45.00,23,45.75,0.207031,0.563721,0.366943,0.404541,0.983887,0.636963,0.0854492,0.152588,0.102783,3.63
"2021-06-15 11:25:04","ROLAND 600 VERTICAL",46.00,23,46,0.649658,2.83569,2.32788,1.24707,5.28809,4.22217,0.186768,0.918457,0.665527,3.63
"2021-06-15 11:30:05","ROLAND 600 VERTICAL",46.00,23,46.25,0.490723,3.14966,2.11841,0.942139,6.10059,3.99121,0.189453,0.973389,0.744873,3.63
"2021-06-15 11:35:04","ROLAND 600 VERTICAL",46.00,23,46.5,0.217041,0.472168,0.312988,0.405762,0.937012,0.591064,0.0817871,0.148682,0.105957,3.63
